incident_id,project_id,employee_id,incident_type,severity,root_cause,status,reported_date,resolution_hours,sla_limit_hours,sla_breach,escalation_status,impacted_system,customer_impact,incident_priority
10999,502,1146,Cloud Service Outage,High,Network Congestion,Escalated,2026-01-30,45,8,Yes,Escalated,Payment_Gateway,Medium,P2
11000,548,1058,Security Incident,Medium,Capacity Overload,Resolved,2025-07-08,24,24,No,Normal,HRMS,High,P3
11001,538,1068,API Failure,High,Human Error,Escalated,2025-08-12,56,8,Yes,Escalated,HRMS,Medium,P2
11002,542,1154,Application Outage,High,Server Resource Exhaustion,Escalated,2025-06-17,50,8,Yes,Escalated,Payment_Gateway,High,P2
11003,540,1092,Application Outage,Critical,Network Congestion,In Progress,2026-01-05,12,4,Yes,Escalated,Payment_Gateway,High,P1
11004,536,1030,Cloud Service Outage,Medium,Network Congestion,Resolved,2025-10-18,1,24,No,Normal,Payment_Gateway,Low,P3
11005,504,1089,Network Connectivity Issue,Medium,Capacity Overload,In Progress,2025-07-26,42,24,Yes,Normal,Analytics Platform,Medium,P3
11006,527,1026,ETL/Data Pipeline Failure,Critical,Failed Deployment,In Progress,2026-01-31,39,4,Yes,Escalated,ERP,High,P1
11007,536,1194,Database Failure,Medium,Server Resource Exhaustion,Escalated,2026-03-12,72,24,Yes,Normal,Analytics Platform,Medium,P3
11008,509,1073,Cloud Service Outage,High,Expired Certificate,Escalated,2026-02-05,15,8,Yes,Escalated,HRMS,High,P2
11009,533,1008,Third-Party Vendor Outage,Low,Cloud Region Failure,Open,2026-05-11,11,48,No,Normal,Analytics Platform,High,P4
11010,501,1179,Server Performance Degradation,Low,Code Defect,Open,2025-07-29,41,48,No,Normal,Analytics Platform,Medium,P4
11011,525,1107,Application Outage,Low,Human Error,Resolved,2025-07-21,4,48,No,Normal,Payment_Gateway,Medium,P4
11012,531,1133,Authentication Failure,Medium,Security Attack,Escalated,2025-12-22,68,24,Yes,Normal,CRM,Medium,P3
11013,538,1119,Server Performance Degradation,High,Code Defect,Escalated,2025-09-22,43,8,Yes,Escalated,Analytics Platform,High,P2
11014,541,1079,Cloud Service Outage,Low,Capacity Overload,Open,2025-08-25,35,48,No,Normal,CRM,Low,P4
11015,535,1040,API Failure,Medium,Security Attack,In Progress,2026-04-18,41,24,Yes,Normal,Analytics Platform,Medium,P3
11016,544,1014,Application Outage,Medium,Security Attack,In Progress,2026-04-27,28,24,Yes,Normal,HRMS,Medium,P3
11017,510,1198,Production Deployment Failure,Medium,Server Resource Exhaustion,In Progress,2026-02-09,26,24,Yes,Normal,ERP,Low,P3
11018,502,1012,Application Outage,Critical,Third-Party Service Failure,Escalated,2025-12-22,18,4,Yes,Escalated,Analytics Platform,Medium,P4
11019,535,1046,Server Performance Degradation,Low,Human Error,Escalated,2026-01-29,63,48,Yes,Normal,Payment_Gateway,High,P4
11020,547,1168,Server Performance Degradation,Critical,Human Error,Escalated,2025-11-09,31,4,Yes,Escalated,Analytics Platform,Medium,P4
11021,522,1160,Third-Party Vendor Outage,Low,Code Defect,Resolved,2026-01-10,21,48,No,Normal,HRMS,Low,P4
11022,550,1111,Application Outage,Low,Failed Deployment,Escalated,2025-10-29,55,48,Yes,Normal,Analytics Platform,Medium,P4
11023,545,1186,API Failure,Critical,Capacity Overload,In Progress,2026-01-20,42,4,Yes,Escalated,Payment_Gateway,Medium,P4
11024,524,1039,Third-Party Vendor Outage,Critical,Security Attack,Escalated,2025-09-01,40,4,Yes,Escalated,ERP,Low,P4
11025,502,1085,Application Outage,Critical,Human Error,Escalated,2026-05-20,15,4,Yes,Escalated,HRMS,High,P1
11026,535,1093,Security Incident,Low,Expired Certificate,Resolved,2026-03-14,10,48,No,Normal,CRM,Low,P4
11027,524,1042,ETL/Data Pipeline Failure,Critical,Configuration Error,In Progress,2026-04-18,57,4,Yes,Escalated,CRM,Low,P4
11028,508,1145,Third-Party Vendor Outage,High,Database Lock/Deadlock,Escalated,2026-04-11,40,8,Yes,Escalated,Analytics Platform,Low,P2
11029,501,1143,Production Deployment Failure,Critical,Server Resource Exhaustion,In Progress,2025-09-06,70,4,Yes,Escalated,ERP,Medium,P4
11030,517,1182,Database Failure,Medium,Database Lock/Deadlock,Resolved,2025-08-18,8,24,No,Normal,ERP,Low,P3
11031,527,1025,Cloud Service Outage,Critical,Database Lock/Deadlock,In Progress,2025-06-28,25,4,Yes,Escalated,Analytics Platform,High,P1
11032,510,1129,ETL/Data Pipeline Failure,Low,Human Error,Resolved,2025-08-02,20,48,No,Normal,CRM,High,P4
11033,526,1166,Authentication Failure,High,Capacity Overload,In Progress,2025-08-20,48,8,Yes,Escalated,ERP,Low,P2
11034,511,1162,ETL/Data Pipeline Failure,Low,Security Attack,Resolved,2025-06-08,28,48,No,Normal,CRM,Medium,P4
11035,511,1105,API Failure,Critical,Server Resource Exhaustion,In Progress,2025-09-12,53,4,Yes,Escalated,Payment_Gateway,Medium,P4
11036,543,1101,Authentication Failure,High,Expired Certificate,In Progress,2025-11-10,30,8,Yes,Escalated,Analytics Platform,Medium,P2
11037,523,1078,Server Performance Degradation,High,Cloud Region Failure,Escalated,2026-03-09,10,8,Yes,Escalated,HRMS,High,P2
11038,533,1116,Security Incident,Low,Human Error,Open,2025-07-21,23,48,No,Normal,Payment_Gateway,Medium,P4
11039,509,1145,Third-Party Vendor Outage,Critical,Human Error,In Progress,2025-07-27,68,4,Yes,Escalated,Payment_Gateway,Medium,P4
11040,525,1149,Database Failure,Low,Expired Certificate,Open,2026-03-10,48,48,No,Normal,CRM,Low,P4
11041,533,1004,Database Failure,High,Capacity Overload,Escalated,2025-10-25,30,8,Yes,Escalated,ERP,High,P2
11042,521,1194,Production Deployment Failure,High,Expired Certificate,In Progress,2025-08-10,42,8,Yes,Escalated,ERP,High,P2
11043,531,1136,Network Connectivity Issue,High,Code Defect,In Progress,2026-04-09,37,8,Yes,Escalated,CRM,Medium,P2
11044,549,1158,Server Performance Degradation,Critical,Configuration Error,Open,2026-03-15,2,4,No,Normal,Analytics Platform,High,P1
11045,550,1190,ETL/Data Pipeline Failure,Medium,Third-Party Service Failure,Escalated,2025-06-20,40,24,Yes,Normal,Payment_Gateway,Medium,P3
11046,513,1050,ETL/Data Pipeline Failure,Low,Capacity Overload,Resolved,2026-04-05,10,48,No,Normal,HRMS,Medium,P4
11047,548,1146,Server Performance Degradation,Critical,Server Resource Exhaustion,Escalated,2025-07-17,39,4,Yes,Escalated,Payment_Gateway,High,P1
11048,530,1010,Security Incident,Medium,Cloud Region Failure,Open,2025-07-07,6,24,No,Normal,CRM,Medium,P3
11049,511,1102,Backup Failure,High,Capacity Overload,Escalated,2026-05-20,29,8,Yes,Escalated,Analytics Platform,High,P2
11050,538,1081,Server Performance Degradation,Medium,Cloud Region Failure,Escalated,2026-02-28,61,24,Yes,Normal,CRM,Medium,P3
11051,513,1173,Third-Party Vendor Outage,Low,Cloud Region Failure,Resolved,2026-05-14,43,48,No,Normal,Payment_Gateway,Low,P4
11052,531,1177,Authentication Failure,Low,Human Error,Open,2025-07-17,43,48,No,Normal,Payment_Gateway,Medium,P4
11053,521,1172,Security Incident,Low,Expired Certificate,Open,2026-02-11,45,48,No,Normal,Payment_Gateway,High,P4
11054,509,1035,API Failure,High,Cloud Region Failure,In Progress,2026-04-29,23,8,Yes,Escalated,CRM,Low,P2
11055,502,1006,Production Deployment Failure,High,Cloud Region Failure,In Progress,2026-02-21,32,8,Yes,Escalated,ERP,High,P2
11056,515,1017,ETL/Data Pipeline Failure,High,Security Attack,In Progress,2025-06-15,10,8,Yes,Escalated,ERP,Low,P2
11057,520,1134,Third-Party Vendor Outage,High,Human Error,Escalated,2026-04-02,43,8,Yes,Escalated,Analytics Platform,High,P2
11058,525,1149,Production Deployment Failure,High,Third-Party Service Failure,In Progress,2025-07-07,66,8,Yes,Escalated,ERP,High,P2
11059,504,1113,API Failure,High,Network Congestion,In Progress,2026-02-28,53,8,Yes,Escalated,Payment_Gateway,Low,P2
11060,538,1166,Production Deployment Failure,Medium,Security Attack,Escalated,2025-08-08,46,24,Yes,Normal,CRM,Low,P3
11061,528,1054,Third-Party Vendor Outage,Critical,Human Error,In Progress,2026-03-09,48,4,Yes,Escalated,HRMS,High,P1
11062,527,1167,Cloud Service Outage,High,Configuration Error,In Progress,2026-02-28,60,8,Yes,Escalated,HRMS,Low,P2
11063,535,1135,Database Failure,Critical,Expired Certificate,Escalated,2026-04-14,68,4,Yes,Escalated,HRMS,Medium,P4
11064,537,1001,Backup Failure,Low,Cloud Region Failure,Resolved,2026-03-30,33,48,No,Normal,ERP,Low,P4
11065,526,1145,Security Incident,High,Security Attack,In Progress,2025-12-06,30,8,Yes,Escalated,Payment_Gateway,High,P2
11066,509,1143,Application Outage,Low,Code Defect,Escalated,2025-07-09,60,48,Yes,Normal,HRMS,Low,P4
11067,517,1160,Database Failure,Medium,Network Congestion,Open,2026-05-08,24,24,No,Normal,ERP,Low,P3
11068,506,1148,Authentication Failure,Low,Cloud Region Failure,Open,2025-07-17,45,48,No,Normal,HRMS,Low,P4
11069,535,1109,Network Connectivity Issue,High,Code Defect,Escalated,2026-01-13,57,8,Yes,Escalated,CRM,Low,P2
11070,530,1003,Server Performance Degradation,Medium,Code Defect,In Progress,2026-03-01,27,24,Yes,Normal,Payment_Gateway,Medium,P3
11071,528,1088,ETL/Data Pipeline Failure,High,Expired Certificate,Escalated,2026-01-18,33,8,Yes,Escalated,ERP,Medium,P2
11072,525,1195,Third-Party Vendor Outage,Low,Configuration Error,Resolved,2025-07-28,35,48,No,Normal,HRMS,High,P4
11073,507,1060,Third-Party Vendor Outage,High,Capacity Overload,In Progress,2025-07-20,26,8,Yes,Escalated,Payment_Gateway,High,P2
11074,512,1023,Backup Failure,Medium,Capacity Overload,Escalated,2025-09-03,68,24,Yes,Normal,Payment_Gateway,High,P3
11075,543,1107,Cloud Service Outage,Low,Expired Certificate,Escalated,2025-12-15,71,48,Yes,Normal,Analytics Platform,Low,P4
11076,501,1048,Security Incident,High,Third-Party Service Failure,Escalated,2026-02-19,33,8,Yes,Escalated,Analytics Platform,High,P2
11077,536,1186,Third-Party Vendor Outage,Low,Network Congestion,Resolved,2026-01-06,33,48,No,Normal,HRMS,Low,P4
11078,502,1114,Cloud Service Outage,High,Security Attack,In Progress,2026-02-10,71,8,Yes,Escalated,Payment_Gateway,Low,P2
11079,549,1143,Third-Party Vendor Outage,Critical,Security Attack,Escalated,2025-11-23,24,4,Yes,Escalated,ERP,High,P1
11080,538,1186,API Failure,High,Configuration Error,Escalated,2025-09-09,54,8,Yes,Escalated,ERP,Low,P2
11081,526,1018,Network Connectivity Issue,High,Configuration Error,Escalated,2026-02-22,65,8,Yes,Escalated,Payment_Gateway,High,P2
11082,526,1172,ETL/Data Pipeline Failure,Medium,Network Congestion,Resolved,2025-12-07,17,24,No,Normal,HRMS,Medium,P3
11083,543,1007,Database Failure,Low,Capacity Overload,Resolved,2025-08-07,32,48,No,Normal,Analytics Platform,Low,P4
11084,537,1133,Authentication Failure,Critical,Cloud Region Failure,Escalated,2025-09-10,27,4,Yes,Escalated,Payment_Gateway,Medium,P4
11085,531,1156,Third-Party Vendor Outage,Low,Code Defect,In Progress,2025-07-02,50,48,Yes,Normal,Analytics Platform,High,P4
11086,512,1030,Cloud Service Outage,Medium,Database Lock/Deadlock,Escalated,2026-03-05,47,24,Yes,Normal,Analytics Platform,High,P3
11087,549,1071,API Failure,Medium,Expired Certificate,In Progress,2025-12-25,69,24,Yes,Normal,ERP,Low,P3
11088,545,1089,Database Failure,Medium,Database Lock/Deadlock,Open,2025-06-21,24,24,No,Normal,ERP,Medium,P3
11089,550,1031,Network Connectivity Issue,Low,Capacity Overload,Open,2025-09-04,2,48,No,Normal,Payment_Gateway,High,P4
11090,547,1164,API Failure,Medium,Cloud Region Failure,Escalated,2026-05-01,47,24,Yes,Normal,CRM,High,P3
11091,506,1039,Third-Party Vendor Outage,Low,Database Lock/Deadlock,Escalated,2026-04-24,65,48,Yes,Normal,CRM,High,P4
11092,527,1176,ETL/Data Pipeline Failure,High,Code Defect,Escalated,2026-05-21,41,8,Yes,Escalated,CRM,Medium,P2
11093,529,1138,Cloud Service Outage,Medium,Failed Deployment,In Progress,2025-09-04,68,24,Yes,Normal,HRMS,Low,P3
11094,532,1149,Cloud Service Outage,Critical,Failed Deployment,In Progress,2025-08-20,48,4,Yes,Escalated,Analytics Platform,High,P1
11095,532,1080,Third-Party Vendor Outage,High,Cloud Region Failure,Escalated,2026-04-14,15,8,Yes,Escalated,CRM,Low,P2
11096,519,1199,Database Failure,High,Human Error,Escalated,2025-10-30,18,8,Yes,Escalated,CRM,Low,P2
11097,508,1196,Network Connectivity Issue,Critical,Configuration Error,In Progress,2025-10-28,57,4,Yes,Escalated,HRMS,High,P1
11098,515,1115,Server Performance Degradation,High,Third-Party Service Failure,Escalated,2026-03-15,69,8,Yes,Escalated,Payment_Gateway,High,P2
11099,520,1058,ETL/Data Pipeline Failure,Medium,Cloud Region Failure,Resolved,2025-12-26,17,24,No,Normal,Payment_Gateway,Medium,P3
11100,549,1088,Application Outage,Critical,Third-Party Service Failure,In Progress,2025-07-21,13,4,Yes,Escalated,CRM,High,P1
11101,549,1004,Backup Failure,High,Expired Certificate,Escalated,2026-03-24,19,8,Yes,Escalated,CRM,Low,P2
11102,517,1135,Cloud Service Outage,High,Human Error,In Progress,2026-03-19,26,8,Yes,Escalated,Analytics Platform,Low,P2
11103,536,1080,Third-Party Vendor Outage,Critical,Code Defect,In Progress,2026-02-20,28,4,Yes,Escalated,Analytics Platform,High,P1
11104,529,1155,Network Connectivity Issue,Medium,Configuration Error,Resolved,2025-12-10,4,24,No,Normal,Analytics Platform,Low,P3
11105,540,1098,Cloud Service Outage,Critical,Expired Certificate,In Progress,2026-05-22,42,4,Yes,Escalated,CRM,High,P1
11106,501,1104,Backup Failure,Critical,Third-Party Service Failure,In Progress,2025-11-05,37,4,Yes,Escalated,ERP,High,P1
11107,503,1076,Authentication Failure,Medium,Human Error,In Progress,2025-08-02,52,24,Yes,Normal,Payment_Gateway,Medium,P3
11108,503,1044,ETL/Data Pipeline Failure,Critical,Security Attack,In Progress,2025-08-24,21,4,Yes,Escalated,Payment_Gateway,High,P1
11109,550,1116,Production Deployment Failure,Low,Configuration Error,In Progress,2026-01-28,50,48,Yes,Normal,HRMS,High,P4
11110,517,1189,Security Incident,Medium,Server Resource Exhaustion,In Progress,2025-10-14,68,24,Yes,Normal,Analytics Platform,Medium,P3
11111,513,1063,Third-Party Vendor Outage,Critical,Configuration Error,In Progress,2025-11-22,48,4,Yes,Escalated,ERP,High,P1
11112,509,1124,Cloud Service Outage,Low,Server Resource Exhaustion,Escalated,2025-12-30,61,48,Yes,Normal,ERP,High,P4
11113,512,1073,Security Incident,High,Third-Party Service Failure,Escalated,2025-11-20,41,8,Yes,Escalated,Analytics Platform,Low,P2
11114,501,1022,Server Performance Degradation,Low,Configuration Error,Resolved,2025-09-23,44,48,No,Normal,Payment_Gateway,Medium,P4
11115,511,1103,Backup Failure,Low,Security Attack,In Progress,2025-09-23,72,48,Yes,Normal,CRM,High,P4
11116,504,1099,Application Outage,Low,Cloud Region Failure,Resolved,2026-05-01,18,48,No,Normal,ERP,High,P4
11117,513,1099,Database Failure,High,Configuration Error,Escalated,2025-11-24,14,8,Yes,Escalated,Analytics Platform,High,P2
11118,521,1121,API Failure,Low,Database Lock/Deadlock,Open,2025-11-27,31,48,No,Normal,CRM,Low,P4
11119,501,1057,Production Deployment Failure,Low,Code Defect,Resolved,2026-01-22,7,48,No,Normal,HRMS,Low,P4
11120,503,1039,Authentication Failure,Critical,Configuration Error,In Progress,2025-12-07,36,4,Yes,Escalated,ERP,Low,P4
11121,519,1126,Cloud Service Outage,Low,Server Resource Exhaustion,Resolved,2025-09-28,39,48,No,Normal,CRM,Low,P4
11122,519,1036,Database Failure,Medium,Configuration Error,In Progress,2026-02-13,47,24,Yes,Normal,Payment_Gateway,High,P3
11123,531,1200,Authentication Failure,Critical,Failed Deployment,In Progress,2025-09-07,63,4,Yes,Escalated,HRMS,Low,P4
11124,519,1063,Server Performance Degradation,Critical,Server Resource Exhaustion,In Progress,2026-03-10,26,4,Yes,Escalated,ERP,Medium,P4
11125,512,1125,Security Incident,Low,Database Lock/Deadlock,Resolved,2025-10-28,37,48,No,Normal,ERP,High,P4
11126,508,1174,Third-Party Vendor Outage,Medium,Third-Party Service Failure,Escalated,2026-05-27,48,24,Yes,Normal,HRMS,Medium,P3
11127,525,1036,Third-Party Vendor Outage,High,Expired Certificate,Escalated,2025-10-23,63,8,Yes,Escalated,HRMS,High,P2
11128,550,1122,Third-Party Vendor Outage,Low,Human Error,Escalated,2025-09-26,68,48,Yes,Normal,Payment_Gateway,Low,P4
11129,505,1163,Authentication Failure,Critical,Code Defect,Escalated,2025-06-03,7,4,Yes,Escalated,Payment_Gateway,High,P1
11130,543,1199,Server Performance Degradation,Low,Code Defect,Escalated,2025-10-04,59,48,Yes,Normal,CRM,High,P4
11131,549,1200,Database Failure,Critical,Expired Certificate,Open,2025-12-26,1,4,No,Normal,HRMS,Low,P4
11132,517,1131,ETL/Data Pipeline Failure,Critical,Code Defect,In Progress,2025-07-08,29,4,Yes,Escalated,Payment_Gateway,Low,P4
11133,504,1023,Database Failure,Low,Database Lock/Deadlock,Open,2025-10-09,27,48,No,Normal,HRMS,Low,P4
11134,516,1162,Application Outage,Critical,Security Attack,In Progress,2026-02-14,67,4,Yes,Escalated,HRMS,Low,P4
11135,545,1126,Network Connectivity Issue,Critical,Database Lock/Deadlock,Escalated,2025-10-05,54,4,Yes,Escalated,HRMS,Low,P4
11136,511,1020,Network Connectivity Issue,Medium,Server Resource Exhaustion,Escalated,2025-10-06,52,24,Yes,Normal,Payment_Gateway,Medium,P3
11137,538,1073,Authentication Failure,Critical,Database Lock/Deadlock,Escalated,2026-03-20,9,4,Yes,Escalated,HRMS,Low,P4
11138,521,1044,Database Failure,Critical,Server Resource Exhaustion,Escalated,2025-10-09,25,4,Yes,Escalated,HRMS,High,P1
11139,515,1197,Cloud Service Outage,Medium,Expired Certificate,Escalated,2026-04-02,44,24,Yes,Normal,Payment_Gateway,High,P3
11140,540,1161,ETL/Data Pipeline Failure,Critical,Database Lock/Deadlock,In Progress,2026-01-29,46,4,Yes,Escalated,CRM,Low,P4
11141,507,1021,Third-Party Vendor Outage,Medium,Expired Certificate,Open,2025-08-26,14,24,No,Normal,ERP,Medium,P3
11142,518,1019,Third-Party Vendor Outage,High,Third-Party Service Failure,Escalated,2026-01-12,14,8,Yes,Escalated,Analytics Platform,High,P2
11143,537,1065,Network Connectivity Issue,Low,Network Congestion,Resolved,2025-09-07,36,48,No,Normal,Payment_Gateway,Medium,P4
11144,503,1152,Server Performance Degradation,Medium,Database Lock/Deadlock,In Progress,2025-09-04,50,24,Yes,Normal,Analytics Platform,High,P3
11145,522,1183,Production Deployment Failure,Critical,Third-Party Service Failure,Escalated,2026-01-21,71,4,Yes,Escalated,ERP,Medium,P4
11146,539,1148,Database Failure,Critical,Code Defect,Escalated,2026-04-24,62,4,Yes,Escalated,Payment_Gateway,Medium,P4
11147,507,1133,API Failure,Medium,Security Attack,Escalated,2025-09-06,61,24,Yes,Normal,Payment_Gateway,Medium,P3
11148,545,1145,Production Deployment Failure,Low,Capacity Overload,Open,2025-06-02,47,48,No,Normal,HRMS,High,P4
11149,545,1156,Third-Party Vendor Outage,Low,Server Resource Exhaustion,Resolved,2025-11-28,1,48,No,Normal,ERP,Low,P4
11150,531,1182,ETL/Data Pipeline Failure,Critical,Code Defect,In Progress,2025-08-10,54,4,Yes,Escalated,Analytics Platform,High,P1
11151,513,1052,Backup Failure,Low,Server Resource Exhaustion,Resolved,2025-06-14,22,48,No,Normal,HRMS,Low,P4
11152,525,1177,Application Outage,High,Database Lock/Deadlock,Escalated,2026-02-24,24,8,Yes,Escalated,CRM,High,P2
11153,511,1200,Network Connectivity Issue,High,Network Congestion,Escalated,2026-01-10,15,8,Yes,Escalated,Analytics Platform,Medium,P2
11154,517,1090,Production Deployment Failure,Critical,Security Attack,In Progress,2026-02-04,6,4,Yes,Escalated,CRM,Medium,P4
11155,526,1164,Production Deployment Failure,Medium,Network Congestion,Escalated,2026-04-14,67,24,Yes,Normal,Analytics Platform,Low,P3
11156,503,1149,Cloud Service Outage,Low,Capacity Overload,In Progress,2025-08-04,50,48,Yes,Normal,Payment_Gateway,Medium,P4
11157,507,1143,Backup Failure,Critical,Cloud Region Failure,In Progress,2025-08-09,16,4,Yes,Escalated,ERP,Medium,P4
11158,540,1086,Authentication Failure,High,Capacity Overload,Escalated,2025-09-19,20,8,Yes,Escalated,ERP,Medium,P2
11159,540,1129,Production Deployment Failure,Critical,Configuration Error,Escalated,2025-12-15,32,4,Yes,Escalated,ERP,Medium,P4
11160,516,1181,Application Outage,High,Cloud Region Failure,Open,2026-01-12,1,8,No,Normal,Payment_Gateway,Medium,P2
11161,502,1084,Authentication Failure,High,Capacity Overload,In Progress,2025-09-17,23,8,Yes,Escalated,HRMS,Medium,P2
11162,527,1160,Backup Failure,Medium,Configuration Error,In Progress,2025-11-10,34,24,Yes,Normal,ERP,Low,P3
11163,519,1005,Application Outage,Critical,Database Lock/Deadlock,Escalated,2026-02-14,54,4,Yes,Escalated,CRM,High,P1
11164,502,1082,Cloud Service Outage,Critical,Security Attack,In Progress,2025-08-19,46,4,Yes,Escalated,ERP,Medium,P4
11165,517,1008,Backup Failure,High,Capacity Overload,Escalated,2025-06-27,25,8,Yes,Escalated,Payment_Gateway,Low,P2
11166,526,1109,Application Outage,Low,Configuration Error,Open,2026-04-26,37,48,No,Normal,Payment_Gateway,Low,P4
11167,546,1128,Network Connectivity Issue,Medium,Human Error,Escalated,2026-05-10,38,24,Yes,Normal,ERP,Medium,P3
11168,533,1192,Backup Failure,High,Expired Certificate,Escalated,2026-03-17,44,8,Yes,Escalated,HRMS,Low,P2
11169,549,1040,ETL/Data Pipeline Failure,Critical,Expired Certificate,In Progress,2026-03-30,22,4,Yes,Escalated,Payment_Gateway,Low,P4
11170,521,1168,Cloud Service Outage,Critical,Configuration Error,Escalated,2025-06-04,46,4,Yes,Escalated,Payment_Gateway,Medium,P4
11171,520,1070,Security Incident,Medium,Configuration Error,Resolved,2025-12-26,24,24,No,Normal,ERP,High,P3
11172,533,1103,Server Performance Degradation,Low,Code Defect,Open,2025-11-13,30,48,No,Normal,Payment_Gateway,High,P4
11173,540,1122,Network Connectivity Issue,Low,Database Lock/Deadlock,Open,2025-10-25,46,48,No,Normal,HRMS,High,P4
11174,532,1141,Database Failure,Critical,Database Lock/Deadlock,Escalated,2025-08-21,56,4,Yes,Escalated,Payment_Gateway,Medium,P4
11175,534,1005,ETL/Data Pipeline Failure,Low,Server Resource Exhaustion,In Progress,2026-03-30,67,48,Yes,Normal,Analytics Platform,Medium,P4
11176,535,1185,Third-Party Vendor Outage,Medium,Network Congestion,In Progress,2025-08-01,52,24,Yes,Normal,ERP,High,P3
11177,516,1033,Database Failure,Critical,Capacity Overload,In Progress,2025-07-03,31,4,Yes,Escalated,Analytics Platform,High,P1
11178,531,1138,Backup Failure,Critical,Configuration Error,Escalated,2025-10-08,61,4,Yes,Escalated,CRM,High,P1
11179,520,1170,Backup Failure,Medium,Server Resource Exhaustion,Escalated,2025-12-25,63,24,Yes,Normal,HRMS,Medium,P3
11180,533,1075,Backup Failure,High,Database Lock/Deadlock,Escalated,2025-11-19,31,8,Yes,Escalated,Payment_Gateway,Low,P2
11181,529,1076,Backup Failure,Critical,Network Congestion,In Progress,2025-11-09,5,4,Yes,Escalated,Payment_Gateway,Medium,P4
11182,517,1025,Backup Failure,Medium,Security Attack,Open,2025-10-12,1,24,No,Normal,Analytics Platform,Medium,P3
11183,511,1046,Database Failure,Critical,Human Error,In Progress,2026-04-30,51,4,Yes,Escalated,Payment_Gateway,Low,P4
11184,531,1196,Database Failure,Low,Third-Party Service Failure,Escalated,2025-10-31,49,48,Yes,Normal,CRM,High,P4
11185,510,1194,Third-Party Vendor Outage,High,Expired Certificate,In Progress,2026-05-03,70,8,Yes,Escalated,HRMS,Low,P2
11186,543,1058,Network Connectivity Issue,Critical,Network Congestion,Escalated,2026-05-12,44,4,Yes,Escalated,Payment_Gateway,Low,P4
11187,548,1059,Security Incident,High,Configuration Error,Escalated,2026-04-03,45,8,Yes,Escalated,ERP,Low,P2
11188,501,1048,Production Deployment Failure,Critical,Security Attack,In Progress,2025-11-28,9,4,Yes,Escalated,HRMS,High,P1
11189,508,1166,Production Deployment Failure,Critical,Cloud Region Failure,In Progress,2025-08-08,13,4,Yes,Escalated,HRMS,High,P1
11190,528,1052,Security Incident,High,Database Lock/Deadlock,Escalated,2026-01-12,49,8,Yes,Escalated,CRM,Medium,P2
11191,521,1148,API Failure,Low,Server Resource Exhaustion,Resolved,2025-07-22,48,48,No,Normal,Payment_Gateway,High,P4
11192,507,1129,Network Connectivity Issue,Low,Security Attack,Escalated,2025-07-22,52,48,Yes,Normal,CRM,High,P4
11193,549,1003,Backup Failure,High,Expired Certificate,In Progress,2025-12-11,29,8,Yes,Escalated,CRM,High,P2
11194,521,1151,API Failure,Medium,Server Resource Exhaustion,Escalated,2025-12-25,44,24,Yes,Normal,HRMS,Low,P3
11195,512,1098,ETL/Data Pipeline Failure,Critical,Server Resource Exhaustion,Escalated,2025-08-26,33,4,Yes,Escalated,ERP,Low,P4
11196,517,1007,Security Incident,High,Code Defect,In Progress,2025-09-16,56,8,Yes,Escalated,HRMS,Low,P2
11197,535,1129,Application Outage,High,Server Resource Exhaustion,In Progress,2025-12-23,30,8,Yes,Escalated,Payment_Gateway,High,P2
11198,548,1081,Security Incident,Medium,Network Congestion,Open,2026-03-18,23,24,No,Normal,ERP,Low,P3
11199,526,1145,Cloud Service Outage,Low,Network Congestion,Escalated,2026-02-20,67,48,Yes,Normal,CRM,Low,P4
11200,512,1188,Production Deployment Failure,High,Network Congestion,In Progress,2025-09-28,19,8,Yes,Escalated,HRMS,High,P2
11201,511,1187,Network Connectivity Issue,Critical,Human Error,Resolved,2026-03-11,4,4,No,Normal,Analytics Platform,Low,P4
11202,545,1080,Security Incident,Low,Network Congestion,Open,2025-06-04,20,48,No,Normal,Payment_Gateway,Medium,P4
11203,505,1152,Authentication Failure,Critical,Server Resource Exhaustion,In Progress,2026-05-03,13,4,Yes,Escalated,ERP,Medium,P4
11204,513,1169,Third-Party Vendor Outage,Low,Cloud Region Failure,Open,2026-01-23,14,48,No,Normal,Payment_Gateway,Low,P4
11205,503,1127,Backup Failure,Critical,Capacity Overload,In Progress,2025-11-10,34,4,Yes,Escalated,ERP,High,P1
11206,527,1183,ETL/Data Pipeline Failure,High,Human Error,Escalated,2025-07-19,22,8,Yes,Escalated,HRMS,Medium,P2
11207,507,1175,Backup Failure,Low,Failed Deployment,Open,2025-08-08,43,48,No,Normal,Analytics Platform,Low,P4
11208,515,1043,Cloud Service Outage,High,Capacity Overload,Escalated,2025-08-27,61,8,Yes,Escalated,CRM,Medium,P2
11209,541,1031,Backup Failure,Medium,Third-Party Service Failure,Resolved,2025-11-07,20,24,No,Normal,ERP,Medium,P3
11210,532,1046,Authentication Failure,High,Network Congestion,In Progress,2026-03-03,65,8,Yes,Escalated,Analytics Platform,Medium,P2
11211,545,1069,Application Outage,Low,Database Lock/Deadlock,Escalated,2026-05-15,57,48,Yes,Normal,Payment_Gateway,Low,P4
11212,511,1086,Cloud Service Outage,Medium,Database Lock/Deadlock,Open,2025-08-28,3,24,No,Normal,HRMS,High,P3
11213,542,1093,Cloud Service Outage,Critical,Server Resource Exhaustion,In Progress,2026-04-22,18,4,Yes,Escalated,CRM,Low,P4
