task_id,project_id,employee_id,task_name,priority,status,estimated_hours,actual_hours,start_date,due_date,completion_date,delay_days,sla_breach,dependency_reason,task_complexity,risk_level,min_completion_time,max_completion_time,avg_completion_time
18220,501,1021,Task_18220,Low,Delayed,54,55,2025-07-23,2025-09-11,2025-09-11,0,No,Vendor Delay,Complex,Low,53,74,63.5
18221,527,1020,Task_18221,Low,Delayed,106,124,2024-10-28,2024-11-27,2024-11-27,0,No,Vendor Delay,Medium,High,103,140,121.5
18222,510,1161,Task_18222,High,In Progress,17,57,2024-05-31,2024-08-22,2024-08-22,0,No,N/A,Easy,Medium,15,69,42.0
18223,518,1167,Task_18223,High,In Progress,91,124,2025-05-02,2025-06-18,2025-06-18,0,No,N/A,Easy,High,90,131,110.5
18224,535,1175,Task_18224,Low,Pending,11,9,2025-03-19,2025-05-16,2025-05-16,0,No,Dependency on External Team,Complex,Medium,6,27,16.5
18225,530,1169,Task_18225,Critical,Review Completed,111,143,2024-08-07,2024-10-25,2024-10-21,-4,No,N/A,Complex,High,109,156,132.5
18226,545,1103,Task_18226,Medium,Pending,44,77,2026-03-01,2026-03-27,2026-03-27,0,No,Awaiting Manager Decision,Complex,High,39,95,67.0
18227,537,1145,Task_18227,Critical,Pending,62,89,2026-01-20,2026-01-26,2026-01-26,0,No,Waiting for Client Input,Complex,High,60,107,83.5
18228,504,1050,Task_18228,Medium,Delayed,14,29,2024-10-03,2024-11-16,2024-11-16,0,No,Infrastructure Issue,Complex,Medium,10,42,26.0
18229,520,1070,Task_18229,Medium,Delayed,28,58,2026-01-23,2026-02-19,2026-02-19,0,No,Awaiting Manager Decision,Medium,Medium,27,69,48.0
18230,511,0,Task_18230,Medium,Not Started,58,78,2025-03-17,2025-06-06,2025-06-06,0,No,N/A,Medium,Low,57,98,77.5
18231,512,1118,Task_18231,Critical,Delayed,24,34,2025-03-01,2025-04-30,2025-04-30,0,No,Awaiting Manager Decision,Easy,Low,23,51,37.0
18232,526,1151,Task_18232,Low,In Progress,39,38,2025-07-29,2025-09-24,2025-09-24,0,No,N/A,Complex,Low,36,44,40.0
18233,519,1016,Task_18233,Critical,Ready for Review,95,90,2025-12-07,2026-01-07,2026-01-07,0,No,N/A,Medium,Low,92,98,95.0
18234,540,1173,Task_18234,Medium,Pending,72,74,2025-04-30,2025-05-30,2025-05-30,0,No,Infrastructure Issue,Complex,Medium,68,94,81.0
18235,517,1006,Task_18235,Critical,Ready for Review,69,65,2024-06-03,2024-07-12,2024-07-12,0,No,N/A,Medium,High,67,71,69.0
18236,548,1127,Task_18236,Medium,Ready for Review,77,98,2025-03-25,2025-04-23,2025-04-23,0,No,N/A,Easy,High,74,111,92.5
18237,510,1020,Task_18237,Medium,Pending,26,45,2024-10-30,2025-01-20,2025-01-20,0,No,Dependency on External Team,Complex,Medium,25,60,42.5
18238,508,1051,Task_18238,Medium,Ready for Review,74,99,2026-05-15,2026-05-21,2026-05-21,0,No,N/A,Easy,Low,71,105,88.0
18239,509,1105,Task_18239,High,Completed,102,120,2026-01-15,2026-04-09,2026-04-06,-3,No,N/A,Easy,High,100,130,115.0
18240,519,1134,Task_18240,Medium,Completed,91,87,2026-05-27,2026-08-23,2026-08-28,5,No,N/A,Medium,Low,88,98,93.0
18241,516,1036,Task_18241,High,Review Completed,118,122,2024-07-26,2024-09-10,2024-09-20,10,Yes,N/A,Medium,Low,116,142,129.0
18242,508,1146,Task_18242,Critical,In Progress,35,43,2026-03-27,2026-04-18,2026-04-18,0,No,N/A,Easy,Low,33,63,48.0
18243,508,1047,Task_18243,Critical,Delayed,82,83,2026-02-28,2026-04-26,2026-04-26,0,No,Dependency on External Team,Medium,Low,77,89,83.0
18244,524,1132,Task_18244,Critical,Pending,111,127,2026-02-02,2026-02-15,2026-02-15,0,No,Pending Approval,Complex,Low,106,145,125.5
18245,534,1029,Task_18245,Critical,Completed,97,93,2025-07-28,2025-09-12,2025-09-18,6,No,N/A,Medium,High,95,98,96.5
18246,543,0,Task_18246,Critical,Not Started,47,66,2025-11-09,2025-12-09,2025-12-09,0,No,N/A,Medium,Low,44,71,57.5
18247,536,1028,Task_18247,Critical,Pending,115,144,2025-11-12,2025-12-30,2025-12-30,0,No,Awaiting Manager Decision,Medium,Low,113,163,138.0
18248,539,1090,Task_18248,Medium,In Progress,95,134,2026-04-16,2026-05-23,2026-05-23,0,No,N/A,Easy,Low,94,149,121.5
18249,544,1069,Task_18249,Critical,Pending,90,100,2025-06-23,2025-07-23,2025-07-23,0,No,Vendor Delay,Complex,High,87,105,96.0
18250,520,1075,Task_18250,High,Completed,41,49,2026-04-23,2026-07-03,2026-07-12,9,Yes,N/A,Medium,Medium,40,59,49.5
18251,543,1023,Task_18251,High,Pending,32,57,2025-02-20,2025-05-05,2025-05-05,0,No,Waiting for Client Input,Medium,High,28,74,51.0
18252,527,1165,Task_18252,Critical,Ready for Review,113,138,2024-07-13,2024-09-26,2024-09-26,0,No,N/A,Complex,High,109,148,128.5
18253,521,1184,Task_18253,Low,Ready for Review,24,28,2024-06-23,2024-08-28,2024-08-28,0,No,N/A,Complex,High,23,36,29.5
18254,504,1108,Task_18254,High,In Progress,60,69,2025-01-21,2025-03-30,2025-03-30,0,No,N/A,Medium,Medium,59,84,71.5
18255,522,1182,Task_18255,Medium,Review Completed,23,39,2024-07-30,2024-09-07,2024-09-17,10,Yes,N/A,Easy,High,22,52,37.0
18256,505,1108,Task_18256,Medium,Delayed,49,64,2025-07-20,2025-07-27,2025-07-27,0,No,Awaiting Manager Decision,Complex,High,46,72,59.0
18257,510,1044,Task_18257,Low,Delayed,112,129,2025-03-20,2025-05-29,2025-05-29,0,No,Waiting for Client Input,Complex,Low,109,135,122.0
18258,543,0,Task_18258,High,Not Started,25,56,2026-02-15,2026-02-23,2026-02-23,0,No,N/A,Complex,Medium,22,62,42.0
18259,543,1044,Task_18259,Low,Pending,79,80,2024-10-10,2024-12-07,2024-12-07,0,No,Dependency on External Team,Easy,High,76,86,81.0
18260,545,1102,Task_18260,Medium,Pending,38,54,2025-03-30,2025-05-19,2025-05-19,0,No,Waiting for Client Input,Medium,Low,33,74,53.5
18261,518,1182,Task_18261,High,Ready for Review,55,70,2024-10-25,2024-12-22,2024-12-22,0,No,N/A,Medium,Medium,52,80,66.0
18262,545,1035,Task_18262,Medium,Delayed,102,117,2024-10-12,2024-12-24,2024-12-24,0,No,Dependency on External Team,Easy,Low,99,137,118.0
18263,508,1012,Task_18263,Medium,Ready for Review,97,97,2024-12-29,2025-02-21,2025-02-21,0,No,N/A,Medium,High,96,102,99.0
18264,538,1173,Task_18264,Low,Ready for Review,65,90,2025-04-23,2025-06-25,2025-06-25,0,No,N/A,Complex,Low,61,108,84.5
18265,509,0,Task_18265,Critical,Not Started,84,108,2025-12-07,2026-02-01,2026-02-01,0,No,N/A,Medium,Medium,82,127,104.5
18266,543,1093,Task_18266,Medium,Completed,109,132,2026-03-12,2026-06-04,2026-06-03,-1,No,N/A,Medium,Medium,107,140,123.5
18267,506,1024,Task_18267,Medium,Review Completed,61,66,2025-04-07,2025-05-27,2025-05-23,-4,No,N/A,Complex,Low,58,76,67.0
18268,526,1144,Task_18268,Medium,Completed,31,62,2026-04-10,2026-07-07,2026-06-29,-8,No,N/A,Complex,High,26,82,54.0
18269,530,1176,Task_18269,Critical,Pending,53,86,2025-08-27,2025-10-02,2025-10-02,0,No,Vendor Delay,Medium,Low,49,95,72.0
18270,550,1020,Task_18270,Low,In Progress,120,135,2026-05-17,2026-07-27,2026-07-27,0,No,N/A,Medium,Low,116,144,130.0
18271,537,1135,Task_18271,High,In Progress,42,67,2024-08-06,2024-11-04,2024-11-04,0,No,N/A,Complex,High,38,82,60.0
18272,529,0,Task_18272,High,Not Started,84,95,2025-05-04,2025-06-22,2025-06-22,0,No,N/A,Easy,Low,82,106,94.0
18273,527,1056,Task_18273,Low,In Progress,48,69,2025-12-18,2026-01-15,2026-01-15,0,No,N/A,Medium,High,43,84,63.5
18274,545,1117,Task_18274,Low,Review Completed,29,24,2025-04-04,2025-05-29,2025-05-27,-2,No,N/A,Complex,Medium,25,38,31.5
18275,502,1182,Task_18275,Critical,Ready for Review,38,63,2024-11-20,2025-01-04,2025-01-04,0,No,N/A,Easy,Medium,37,71,54.0
18276,548,1126,Task_18276,Low,Ready for Review,15,27,2024-10-06,2024-12-11,2024-12-11,0,No,N/A,Easy,Low,10,46,28.0
18277,548,1187,Task_18277,Critical,Review Completed,32,62,2025-12-13,2026-02-16,2026-02-13,-3,No,N/A,Complex,Medium,29,82,55.5
18278,510,1065,Task_18278,High,Review Completed,89,110,2026-02-10,2026-03-31,2026-03-27,-4,No,N/A,Medium,Medium,84,116,100.0
18279,532,0,Task_18279,Critical,Not Started,98,121,2024-12-31,2025-02-06,2025-02-06,0,No,N/A,Medium,Medium,97,139,118.0
18280,534,1072,Task_18280,Critical,Pending,82,116,2025-10-03,2025-11-27,2025-11-27,0,No,Waiting for Client Input,Easy,Low,79,124,101.5
18281,517,1004,Task_18281,High,Delayed,46,54,2025-05-28,2025-07-18,2025-07-18,0,No,Vendor Delay,Complex,Low,41,66,53.5
18282,504,0,Task_18282,Critical,Not Started,63,100,2025-01-10,2025-03-16,2025-03-16,0,No,N/A,Easy,Low,62,119,90.5
18283,517,1176,Task_18283,Medium,Pending,107,125,2024-11-26,2024-12-29,2024-12-29,0,No,Waiting for Client Input,Medium,Low,106,144,125.0
18284,531,1040,Task_18284,Low,Ready for Review,45,82,2024-07-20,2024-08-13,2024-08-13,0,No,N/A,Easy,Low,44,91,67.5
18285,539,0,Task_18285,Low,Not Started,47,57,2026-01-16,2026-03-29,2026-03-29,0,No,N/A,Complex,Medium,46,65,55.5
18286,523,1181,Task_18286,Critical,Completed,108,115,2025-07-13,2025-09-14,2025-09-13,-1,No,N/A,Easy,Low,107,125,116.0
18287,541,1109,Task_18287,Low,In Progress,103,126,2025-12-09,2026-01-17,2026-01-17,0,No,N/A,Complex,High,100,143,121.5
18288,517,1169,Task_18288,Medium,Pending,26,22,2025-06-14,2025-08-07,2025-08-07,0,No,Pending Approval,Complex,Low,23,41,32.0
18289,549,1042,Task_18289,High,Completed,81,85,2025-09-05,2025-10-24,2025-10-20,-4,No,N/A,Easy,Low,77,101,89.0
18290,521,0,Task_18290,Medium,Not Started,34,63,2024-07-04,2024-08-14,2024-08-14,0,No,N/A,Easy,Low,29,69,49.0
18291,523,1027,Task_18291,High,Ready for Review,69,71,2025-10-26,2025-12-20,2025-12-20,0,No,N/A,Medium,Medium,68,86,77.0
18292,539,1049,Task_18292,High,In Progress,11,48,2024-08-05,2024-09-15,2024-09-15,0,No,N/A,Complex,Low,8,56,32.0
18293,549,1018,Task_18293,High,Review Completed,19,27,2024-10-05,2024-12-13,2024-12-09,-4,No,N/A,Medium,Low,16,34,25.0
18294,530,1075,Task_18294,High,Ready for Review,61,79,2026-02-22,2026-05-06,2026-05-06,0,No,N/A,Complex,High,58,94,76.0
18295,512,1105,Task_18295,Critical,Review Completed,10,32,2025-02-05,2025-04-23,2025-04-20,-3,No,N/A,Easy,Medium,7,49,28.0
18296,544,0,Task_18296,Low,Not Started,33,34,2024-06-27,2024-09-16,2024-09-16,0,No,N/A,Medium,Medium,29,51,40.0
18297,527,1036,Task_18297,High,In Progress,48,48,2024-11-16,2025-01-21,2025-01-21,0,No,N/A,Medium,Low,46,58,52.0
18298,536,1090,Task_18298,Medium,Ready for Review,113,140,2025-03-17,2025-05-03,2025-05-03,0,No,N/A,Complex,High,112,148,130.0
18299,540,1004,Task_18299,Medium,Delayed,21,16,2025-11-09,2025-11-27,2025-11-27,0,No,Waiting for Client Input,Complex,High,19,33,26.0
18300,501,0,Task_18300,Critical,Not Started,95,96,2026-05-09,2026-07-30,2026-07-30,0,No,N/A,Complex,Low,90,101,95.5
18301,536,1070,Task_18301,Low,Delayed,106,136,2024-11-06,2024-12-12,2024-12-12,0,No,Dependency on External Team,Medium,High,105,147,126.0
18302,529,0,Task_18302,Medium,Not Started,94,119,2024-08-14,2024-08-27,2024-08-27,0,No,N/A,Complex,Medium,89,138,113.5
18303,513,0,Task_18303,Low,Not Started,43,58,2024-07-12,2024-07-24,2024-07-24,0,No,N/A,Easy,Medium,40,68,54.0
18304,543,1103,Task_18304,High,Ready for Review,108,140,2025-12-28,2026-02-07,2026-02-07,0,No,N/A,Easy,Low,106,160,133.0
18305,532,1126,Task_18305,Medium,Ready for Review,85,112,2025-03-04,2025-04-06,2025-04-06,0,No,N/A,Easy,Medium,84,126,105.0
18306,533,1053,Task_18306,Medium,Ready for Review,30,37,2026-03-02,2026-04-06,2026-04-06,0,No,N/A,Complex,Low,28,44,36.0
18307,538,0,Task_18307,Medium,Not Started,37,67,2024-12-06,2025-01-29,2025-01-29,0,No,N/A,Medium,Medium,32,77,54.5
18308,522,1064,Task_18308,Medium,In Progress,63,64,2025-11-30,2025-12-13,2025-12-13,0,No,N/A,Medium,Low,58,78,68.0
18309,521,1126,Task_18309,Medium,Ready for Review,59,62,2025-10-13,2026-01-01,2026-01-01,0,No,N/A,Medium,Medium,55,71,63.0
18310,535,1019,Task_18310,High,In Progress,118,154,2025-09-20,2025-12-15,2025-12-15,0,No,N/A,Complex,Medium,115,168,141.5
18311,520,1011,Task_18311,High,Delayed,75,103,2025-03-09,2025-04-08,2025-04-08,0,No,Dependency on External Team,Medium,Low,71,114,92.5
18312,536,1111,Task_18312,Low,Completed,92,120,2024-12-11,2024-12-23,2024-12-16,-7,No,N/A,Easy,High,88,139,113.5
18313,539,1111,Task_18313,Low,Pending,60,78,2025-12-14,2026-01-21,2026-01-21,0,No,Waiting for Client Input,Easy,Low,56,94,75.0
18314,526,1095,Task_18314,Critical,In Progress,102,116,2025-07-28,2025-08-12,2025-08-12,0,No,N/A,Medium,Low,99,122,110.5
18315,510,1065,Task_18315,High,Completed,20,60,2026-01-18,2026-01-25,2026-01-25,0,No,N/A,Complex,Low,17,72,44.5
18316,507,1114,Task_18316,Medium,In Progress,74,83,2024-09-22,2024-10-30,2024-10-30,0,No,N/A,Easy,High,69,103,86.0
18317,504,0,Task_18317,High,Not Started,101,130,2025-04-20,2025-04-30,2025-04-30,0,No,N/A,Complex,High,97,149,123.0
18318,540,1083,Task_18318,Medium,Completed,112,147,2026-01-11,2026-04-02,2026-03-25,-8,No,N/A,Easy,Medium,107,157,132.0
18319,528,1151,Task_18319,Critical,Review Completed,112,110,2025-01-21,2025-02-24,2025-03-03,7,No,N/A,Complex,Medium,110,123,116.5
18320,518,1105,Task_18320,Low,In Progress,64,64,2025-03-07,2025-05-01,2025-05-01,0,No,N/A,Easy,High,63,79,71.0
18321,522,1006,Task_18321,Critical,Review Completed,11,21,2025-10-12,2025-11-27,2025-11-18,-9,No,N/A,Complex,Medium,6,26,16.0
18322,507,0,Task_18322,Critical,Not Started,99,110,2026-04-07,2026-04-14,2026-04-14,0,No,N/A,Easy,Low,95,128,111.5
18323,530,1169,Task_18323,Medium,Ready for Review,12,9,2024-09-08,2024-11-16,2024-11-16,0,No,N/A,Medium,Medium,10,26,18.0
18324,519,1105,Task_18324,Critical,Pending,58,62,2024-05-31,2024-06-22,2024-06-22,0,No,Vendor Delay,Medium,Medium,55,68,61.5
18325,506,1043,Task_18325,High,Review Completed,82,112,2025-11-18,2026-02-04,2026-02-01,-3,No,N/A,Complex,Low,77,123,100.0
18326,505,0,Task_18326,Low,Not Started,60,87,2025-02-25,2025-04-03,2025-04-03,0,No,N/A,Medium,Low,55,106,80.5
18327,509,1151,Task_18327,Low,Delayed,56,81,2026-03-27,2026-05-12,2026-05-12,0,No,Waiting for Client Input,Medium,Medium,55,100,77.5
18328,502,1178,Task_18328,Critical,Completed,34,47,2025-05-22,2025-06-18,2025-06-25,7,No,N/A,Medium,Low,30,62,46.0
18329,547,1029,Task_18329,Low,Pending,23,21,2026-03-21,2026-04-10,2026-04-10,0,No,Infrastructure Issue,Easy,Medium,19,38,28.5
18330,544,1024,Task_18330,High,Delayed,26,47,2025-05-29,2025-06-12,2025-06-12,0,No,Dependency on External Team,Medium,High,23,53,38.0
18331,501,1022,Task_18331,Low,Completed,39,71,2025-10-09,2025-11-08,2025-11-07,-1,No,N/A,Easy,Low,34,79,56.5
18332,541,1080,Task_18332,Critical,In Progress,53,61,2025-06-10,2025-08-27,2025-08-27,0,No,N/A,Medium,High,51,69,60.0
18333,506,1037,Task_18333,Low,In Progress,65,83,2024-09-04,2024-11-22,2024-11-22,0,No,N/A,Medium,High,60,91,75.5
18334,531,1200,Task_18334,High,Pending,109,140,2025-04-29,2025-05-15,2025-05-15,0,No,Pending Approval,Easy,Medium,105,159,132.0
18335,535,1038,Task_18335,High,Delayed,17,36,2025-10-27,2025-12-01,2025-12-01,0,No,Awaiting Manager Decision,Complex,Low,13,45,29.0
18336,541,1194,Task_18336,Low,Review Completed,118,124,2025-07-20,2025-10-11,2025-10-16,5,No,N/A,Easy,High,117,135,126.0
18337,533,1191,Task_18337,Medium,Ready for Review,114,119,2026-05-31,2026-07-16,2026-07-16,0,No,N/A,Medium,High,113,133,123.0
18338,547,1024,Task_18338,Medium,In Progress,25,30,2024-07-31,2024-08-17,2024-08-17,0,No,N/A,Complex,Low,20,40,30.0
18339,520,1090,Task_18339,Medium,Ready for Review,116,140,2025-12-02,2025-12-12,2025-12-12,0,No,N/A,Easy,Low,113,154,133.5
18340,510,0,Task_18340,Medium,Not Started,51,83,2025-11-20,2026-01-09,2026-01-09,0,No,N/A,Complex,Medium,48,94,71.0
18341,514,1182,Task_18341,Critical,Ready for Review,104,138,2025-08-21,2025-09-18,2025-09-18,0,No,N/A,Complex,High,102,144,123.0
18342,502,1029,Task_18342,Low,Pending,52,48,2025-02-07,2025-04-23,2025-04-23,0,No,Awaiting Manager Decision,Complex,High,47,61,54.0
18343,506,1190,Task_18343,Critical,Pending,61,96,2024-09-27,2024-11-30,2024-11-30,0,No,Pending Approval,Complex,Low,59,107,83.0
18344,548,1026,Task_18344,Low,Ready for Review,15,39,2024-12-12,2025-01-13,2025-01-13,0,No,N/A,Medium,Low,10,55,32.5
18345,514,1161,Task_18345,Low,Ready for Review,56,78,2025-06-26,2025-08-31,2025-08-31,0,No,N/A,Medium,Medium,51,92,71.5
18346,540,1002,Task_18346,High,Pending,48,69,2025-09-21,2025-10-08,2025-10-08,0,No,Infrastructure Issue,Medium,Low,45,85,65.0
18347,536,1126,Task_18347,High,Completed,107,104,2025-01-07,2025-01-27,2025-02-02,6,No,N/A,Easy,Low,103,112,107.5
18348,501,1003,Task_18348,Low,Completed,60,67,2026-03-21,2026-05-02,2026-04-23,-9,No,N/A,Easy,High,55,85,70.0
18349,511,1147,Task_18349,High,Delayed,58,62,2025-08-18,2025-09-21,2025-09-21,0,No,Infrastructure Issue,Medium,High,57,70,63.5
18350,527,1114,Task_18350,Low,Review Completed,46,49,2024-09-28,2024-10-28,2024-11-01,4,No,N/A,Medium,High,41,64,52.5
18351,542,1008,Task_18351,Medium,Pending,91,105,2025-04-06,2025-06-08,2025-06-08,0,No,Dependency on External Team,Easy,Low,88,115,101.5
18352,545,1054,Task_18352,Medium,Completed,98,113,2024-08-23,2024-11-16,2024-11-06,-10,No,N/A,Easy,High,97,123,110.0
18353,504,0,Task_18353,Medium,Not Started,110,111,2025-12-12,2025-12-31,2025-12-31,0,No,N/A,Medium,Low,108,124,116.0
18354,544,1091,Task_18354,High,Pending,74,78,2025-11-28,2025-12-20,2025-12-20,0,No,Waiting for Client Input,Easy,Low,72,85,78.5
18355,536,0,Task_18355,Low,Not Started,79,74,2024-09-26,2024-12-17,2024-12-17,0,No,N/A,Medium,Medium,74,89,81.5
18356,539,1096,Task_18356,High,Completed,110,150,2024-07-25,2024-08-27,2024-08-27,0,No,N/A,Easy,Low,106,158,132.0
18357,507,1186,Task_18357,Low,Delayed,48,86,2026-04-16,2026-06-04,2026-06-04,0,No,Pending Approval,Medium,High,43,103,73.0
18358,506,1040,Task_18358,High,Delayed,71,85,2025-10-29,2025-12-06,2025-12-06,0,No,Infrastructure Issue,Complex,High,70,105,87.5
18359,512,1086,Task_18359,Critical,Pending,27,40,2025-11-19,2026-02-09,2026-02-09,0,No,Awaiting Manager Decision,Easy,High,24,59,41.5
18360,525,0,Task_18360,Low,Not Started,13,11,2024-12-07,2025-02-07,2025-02-07,0,No,N/A,Complex,Medium,9,25,17.0
18361,536,1174,Task_18361,High,Ready for Review,69,65,2024-08-31,2024-09-14,2024-09-14,0,No,N/A,Easy,Medium,66,74,70.0
18362,522,1194,Task_18362,High,In Progress,48,50,2024-08-29,2024-11-23,2024-11-23,0,No,N/A,Easy,Low,44,69,56.5
18363,521,1078,Task_18363,Critical,Ready for Review,59,83,2026-04-03,2026-05-22,2026-05-22,0,No,N/A,Easy,Low,54,90,72.0
18364,549,1077,Task_18364,Low,Pending,102,110,2026-05-04,2026-06-03,2026-06-03,0,No,Dependency on External Team,Easy,Low,101,126,113.5
18365,533,1067,Task_18365,High,Review Completed,93,133,2026-04-11,2026-04-28,2026-04-30,2,No,N/A,Easy,Low,91,151,121.0
18366,543,1110,Task_18366,Medium,Ready for Review,62,57,2024-06-27,2024-08-13,2024-08-13,0,No,N/A,Complex,Low,57,68,62.5
18367,550,1119,Task_18367,High,Delayed,44,64,2025-03-15,2025-05-06,2025-05-06,0,No,Infrastructure Issue,Medium,High,42,73,57.5
18368,511,0,Task_18368,Critical,Not Started,108,136,2025-02-15,2025-04-17,2025-04-17,0,No,N/A,Complex,Medium,104,143,123.5
18369,506,1138,Task_18369,Low,Completed,38,65,2026-03-13,2026-05-29,2026-05-22,-7,No,N/A,Complex,Medium,37,74,55.5
18370,503,1080,Task_18370,High,Pending,32,61,2025-12-07,2026-02-25,2026-02-25,0,No,Awaiting Manager Decision,Complex,High,30,79,54.5
18371,503,0,Task_18371,High,Not Started,104,141,2026-02-16,2026-03-24,2026-03-24,0,No,N/A,Medium,High,103,146,124.5
18372,511,1143,Task_18372,Critical,Completed,50,78,2025-10-12,2025-11-20,2025-11-14,-6,No,N/A,Medium,Low,48,83,65.5
18373,530,1014,Task_18373,High,Completed,73,86,2024-09-21,2024-12-01,2024-12-03,2,No,N/A,Medium,Low,72,96,84.0
18374,506,1131,Task_18374,Critical,Review Completed,21,60,2025-06-28,2025-09-25,2025-10-05,10,Yes,N/A,Easy,Medium,17,66,41.5
18375,542,1045,Task_18375,Critical,In Progress,74,92,2024-06-20,2024-08-11,2024-08-11,0,No,N/A,Medium,High,70,111,90.5
18376,501,1192,Task_18376,Low,Ready for Review,76,94,2025-09-30,2025-10-26,2025-10-26,0,No,N/A,Complex,High,74,112,93.0
18377,510,1113,Task_18377,Critical,In Progress,62,57,2024-12-04,2025-01-26,2025-01-26,0,No,N/A,Complex,Low,59,77,68.0
18378,540,1181,Task_18378,High,Completed,86,108,2024-12-11,2025-02-14,2025-02-08,-6,No,N/A,Easy,High,81,118,99.5
18379,530,1160,Task_18379,Critical,Pending,74,94,2024-12-23,2025-03-02,2025-03-02,0,No,Waiting for Client Input,Complex,High,71,104,87.5
18380,521,1042,Task_18380,High,Delayed,112,143,2025-02-02,2025-04-15,2025-04-15,0,No,Infrastructure Issue,Easy,High,108,152,130.0
18381,508,1074,Task_18381,Critical,Ready for Review,90,108,2026-01-23,2026-03-29,2026-03-29,0,No,N/A,Easy,Medium,89,128,108.5
18382,530,1098,Task_18382,Critical,Delayed,117,123,2026-03-27,2026-06-08,2026-06-08,0,No,Awaiting Manager Decision,Medium,Medium,115,139,127.0
18383,505,1087,Task_18383,Low,Ready for Review,43,65,2025-02-25,2025-04-17,2025-04-17,0,No,N/A,Medium,Low,38,77,57.5
18384,539,0,Task_18384,Medium,Not Started,86,103,2024-08-23,2024-09-26,2024-09-26,0,No,N/A,Easy,High,84,111,97.5
18385,516,1176,Task_18385,High,Ready for Review,15,30,2024-12-28,2025-03-28,2025-03-28,0,No,N/A,Medium,High,10,47,28.5
18386,543,1060,Task_18386,Low,In Progress,74,104,2026-03-15,2026-03-25,2026-03-25,0,No,N/A,Complex,Low,70,124,97.0
18387,512,1073,Task_18387,High,Review Completed,56,56,2025-09-12,2025-11-21,2025-11-24,3,No,N/A,Complex,Medium,51,75,63.0
18388,531,1172,Task_18388,Low,Review Completed,22,45,2025-01-12,2025-04-10,2025-04-11,1,No,N/A,Complex,Medium,20,59,39.5
18389,534,1090,Task_18389,High,Pending,58,59,2025-02-10,2025-03-18,2025-03-18,0,No,Vendor Delay,Medium,Medium,53,71,62.0
18390,538,1171,Task_18390,High,Pending,56,53,2024-06-19,2024-06-30,2024-06-30,0,No,Dependency on External Team,Complex,Low,53,60,56.5
18391,548,0,Task_18391,Critical,Not Started,106,128,2024-10-17,2024-10-26,2024-10-26,0,No,N/A,Complex,High,104,133,118.5
18392,520,1133,Task_18392,Low,Delayed,40,59,2025-03-09,2025-04-12,2025-04-12,0,No,Dependency on External Team,Medium,High,35,76,55.5
18393,535,1082,Task_18393,High,Review Completed,75,100,2025-07-18,2025-10-08,2025-10-04,-4,No,N/A,Complex,Medium,72,105,88.5
18394,516,1189,Task_18394,Low,Delayed,79,119,2025-01-29,2025-03-08,2025-03-08,0,No,Waiting for Client Input,Medium,High,77,139,108.0
18395,515,1008,Task_18395,Low,Review Completed,120,157,2025-10-15,2025-11-13,2025-11-04,-9,No,N/A,Easy,High,119,170,144.5
18396,541,1100,Task_18396,Low,In Progress,17,39,2025-09-15,2025-09-25,2025-09-25,0,No,N/A,Medium,High,13,49,31.0
18397,518,1108,Task_18397,Critical,Review Completed,116,152,2024-07-06,2024-08-31,2024-09-05,5,No,N/A,Medium,Low,115,167,141.0
18398,523,0,Task_18398,Low,Not Started,14,50,2025-01-31,2025-02-12,2025-02-12,0,No,N/A,Easy,Low,9,56,32.5
18399,510,1168,Task_18399,Low,Delayed,63,58,2025-02-26,2025-04-23,2025-04-23,0,No,Pending Approval,Complex,High,62,66,64.0
18400,525,0,Task_18400,Low,Not Started,116,145,2025-04-28,2025-07-13,2025-07-13,0,No,N/A,Complex,Low,112,150,131.0
18401,511,1079,Task_18401,High,Completed,41,45,2024-11-04,2024-12-31,2025-01-10,10,Yes,N/A,Medium,Medium,37,57,47.0
18402,503,1087,Task_18402,High,Ready for Review,91,126,2024-08-19,2024-09-26,2024-09-26,0,No,N/A,Easy,High,90,146,118.0
18403,510,1154,Task_18403,High,Ready for Review,26,21,2024-12-08,2025-01-03,2025-01-03,0,No,N/A,Easy,Low,25,33,29.0
18404,517,1106,Task_18404,High,Review Completed,97,107,2024-09-12,2024-10-30,2024-11-07,8,Yes,N/A,Medium,Low,95,116,105.5
18405,513,1131,Task_18405,Critical,Pending,98,123,2025-01-13,2025-01-23,2025-01-23,0,No,Waiting for Client Input,Medium,Medium,95,142,118.5
18406,541,0,Task_18406,High,Not Started,63,85,2026-01-16,2026-02-09,2026-02-09,0,No,N/A,Complex,High,62,99,80.5
18407,544,1079,Task_18407,Critical,Delayed,93,121,2024-12-31,2025-03-26,2025-03-26,0,No,Dependency on External Team,Complex,High,89,128,108.5
18408,515,1178,Task_18408,Medium,Delayed,63,64,2025-12-09,2026-02-15,2026-02-15,0,No,Vendor Delay,Complex,High,60,81,70.5
18409,550,1137,Task_18409,Low,Review Completed,18,29,2025-08-03,2025-11-01,2025-10-25,-7,No,N/A,Easy,High,15,44,29.5
18410,530,1086,Task_18410,Critical,Ready for Review,11,6,2025-12-19,2026-01-29,2026-01-29,0,No,N/A,Easy,High,10,14,12.0
18411,522,1118,Task_18411,Low,In Progress,84,84,2025-02-03,2025-02-21,2025-02-21,0,No,N/A,Easy,Low,82,102,92.0
18412,534,1134,Task_18412,Low,Completed,36,70,2025-07-01,2025-08-18,2025-08-18,0,No,N/A,Medium,Low,32,76,54.0
